patent_id,assignee_id,cluster_label,data_label
10397077,e2f37e21-910c-43ae-8126-206510c4ceaf,INTERNATIONAL BUSINESS MAHCINES CORPORATION,INTERNATIONAL BUSINESS MAHCINES CORPORATION
5825588,e2f37e21-910c-43ae-8126-206510c4ceaf,INTERNATIONAL BUSINESS MAHCINES CORPORATION,International Business Mahcines Corporation
5976810,62da1eeb-80b3-478d-9c81-f7024bf9435b,Hoechst Pharmaceuticals & Chemicals K.K.,Hoechst Pharmaceuticals & Chemicals K.K.
5814649,62da1eeb-80b3-478d-9c81-f7024bf9435b,Hoechst Pharmaceuticals & Chemicals K.K.,Hoechst Pharmaceuticals & Chemicals K.K.
3943138,be59c6fe-687a-4085-870c-3036d5c6d1f8,"Imperial Chemicl Industries, Ltd.","Imperial Chemicl Industries, Ltd."
4342013,e6c961e5-d90c-4e36-8216-82043abb0c80,Pilgrim Electric Co.,Pilgrim Electric Co.
4293846,e6c961e5-d90c-4e36-8216-82043abb0c80,Pilgrim Electric Co.,Pilgrim Electric Company
5929328,33153e73-3ed5-4521-9dfb-d589dad045a9,Bayerische Mortoren Weke Aktiengesellschaft,Bayerische Mortoren Werke Aktiengesellschaft
9882824,5d845061-c6a5-4c07-b50d-a0e5a2f88273,Hewlett Packard Enterpise Development LP,HEWLETT PACKARD ENTERPISE DEVELOPMENT LP
9929953,5d845061-c6a5-4c07-b50d-a0e5a2f88273,Hewlett Packard Enterpise Development LP,Hewlett Packard Enterpise Development LP
6289299,03f565d6-88ec-417e-bb27-efa1f0c94f0d,Westinghouse Savannah River Company,Westinghouse Savannah River Company
5965482,03f565d6-88ec-417e-bb27-efa1f0c94f0d,Westinghouse Savannah River Company,Westinghouse Savannah River Company
D708130,25434af8-90e0-40a1-8ce9-2310f0fc7ded,Sony Comuter Entertainment Inc.,Sony Comuter Entertainment Inc.
4918139,93e6d2da-1b43-4e0f-bdea-ed9efa1415c5,Societe Francaise Hoechst of Tour Roussel-Hoechst,Societe Francaise Hoechst of Tour Roussel-Hoechst
4803285,023cccea-383c-4caa-950b-afda3c83df6c,Bayer Aktiengesellschaft & Chinese,Bayer Aktiengesellschaft & Chinese
D757046,9d64091f-7e3d-4896-836f-05426bdb0cdc,"SAMSUNG ELECTRONCS CO., LTD.","SAMSUNG ELECTRONCS CO., LTD."
6838754,9d64091f-7e3d-4896-836f-05426bdb0cdc,"SAMSUNG ELECTRONCS CO., LTD.","Samsung Electroncs Co., LTD"
7551491,9d64091f-7e3d-4896-836f-05426bdb0cdc,"SAMSUNG ELECTRONCS CO., LTD.","Samsung Electroncs Co., Ltd"
D716326,f87ad488-1ab4-4a66-911d-a079de36cb8e,"SAMSUNG ELECTRONICS CO., LTD.","Samsung Electronics Co., Ltd."
7616512,f87ad488-1ab4-4a66-911d-a079de36cb8e,"SAMSUNG ELECTRONICS CO., LTD.","Samsung Electronics Co., Ltd."
10517029,f87ad488-1ab4-4a66-911d-a079de36cb8e,"SAMSUNG ELECTRONICS CO., LTD.","Samsung Electronics Co., Ltd."
7821836,f87ad488-1ab4-4a66-911d-a079de36cb8e,"SAMSUNG ELECTRONICS CO., LTD.","Samsung Electronics Co., Ltd."
11063463,f87ad488-1ab4-4a66-911d-a079de36cb8e,"SAMSUNG ELECTRONICS CO., LTD.","SAMSUNG ELECTRONICS CO., LTD."
5877273,b748ddac-4111-4b18-95c8-2a7938738432,Institut National de la Sante et de la Recherche Mediale-Inserm & Institute Pasteur,Institut National de la Sante et de la Recherche Mediale-Inserm & Institute Pasteur
4112015,e56ca499-139d-4b3f-ba3d-42ecfd0b8267,White-Westinghouse Corporation,White-Westinghouse Corporation
3973410,e56ca499-139d-4b3f-ba3d-42ecfd0b8267,White-Westinghouse Corporation,White-Westinghouse Corporation
4276241,e56ca499-139d-4b3f-ba3d-42ecfd0b8267,White-Westinghouse Corporation,White-Westinghouse Corporation
4088657,2f23f7c2-696e-4352-866b-e497aeb306ea,Nobel Hoechst Chimie,Nobel Hoechst Chimie
3957739,2f23f7c2-696e-4352-866b-e497aeb306ea,Nobel Hoechst Chimie,Nobel Hoechst Chimie
4074054,2f23f7c2-696e-4352-866b-e497aeb306ea,Nobel Hoechst Chimie,Nobel Hoechst Chimie
9001463,3f329f8f-cbdf-43f7-9ca7-c0785c1c5ffa,International Business Machines Corporaton,International Business Machines Corporaton
5719070,3f329f8f-cbdf-43f7-9ca7-c0785c1c5ffa,International Business Machines Corporaton,International Business Machines Corporaton
9250903,02fb6128-f9af-4437-a471-8b0facf5b9bd,International Business Machinecs Corporation,International Business Machinecs Corporation
7614001,fb0fa2d5-dc41-415e-933b-bcabc206f8fb,Tangis Corporation Microsoft Corporation,Tangis Corporation Microsoft Corporation
6149010,4e3b95c2-137c-4cec-b5f1-fe1de5b2a68b,Fujitsu Takamisa Component Limited,Fujitsu Takamisa Component Limited
10376585,2da5851a-ceb2-4da9-bf41-aa61b87dee87,BAYER NEW ZEALAND LTD,BAYER NEW ZEALAND LTD
9198430,2da5851a-ceb2-4da9-bf41-aa61b87dee87,BAYER NEW ZEALAND LTD,BAYER NEW ZEALAND LIMITED
4179543,a376ae9c-cc3b-43c7-987a-4e55b9632b0d,"Hoechst Fibers Industries, Division of American Hoechst Corporation","Hoechst Fibers Industries, Division of American Hoechst Corporation"
4069160,a376ae9c-cc3b-43c7-987a-4e55b9632b0d,"Hoechst Fibers Industries, Division of American Hoechst Corporation","Hoechst Fibers Industries, Division of American Hoechst Corporation"
4365395,a376ae9c-cc3b-43c7-987a-4e55b9632b0d,"Hoechst Fibers Industries, Division of American Hoechst Corporation","Hoechst Fibers Industries, Division of American Hoechst Corporation"
5989447,6a5b0171-6908-40f8-b0bb-7e5a0534eea7,GE Bayer Silicones GmbH & Co. KG,G E Bayer Silicones GmbH & Co. KG
7390479,6a5b0171-6908-40f8-b0bb-7e5a0534eea7,GE Bayer Silicones GmbH & Co. KG,GE Bayer Silicones GmbH & Co. KG
4408967,6929a48d-ebe6-420c-a776-44b14556aada,WABCO Westinghouse Fahrzeugbremsen GmbH,WABCO Fahrzeugbremsen GmbH
7763640,becc02fd-d027-4db5-9564-fd2cc827a1e0,Bayer CorpScience AG,Bayer CorpScience AG
11025542,785c3d1c-001f-4266-a02c-111c574a1af9,"INTERNATIONAL BUSINESS MACHINES CORPORATION, ARMONK, NY","INTERNATIONAL BUSINESS MACHINES CORPORATION, ARMONK, NY"
4541283,398470dc-5d94-4a2d-b757-6c5d887d36bf,Westinghouse FANAL-Schaltgeraete GmbH,Westinghouse FANAL-Schaltgeraete GmbH
9136558,596be6e6-6c78-4c5d-8be5-d687dc7927da,Philips Plastics Corporation,Philips Plastics Corporation
10624148,830de983-dc44-48fb-a305-05c940bebe5e,"Microsoft Tehnology Licensing, LLC","Microsoft Tehnology Licensing, LLC"
10158659,830de983-dc44-48fb-a305-05c940bebe5e,"Microsoft Tehnology Licensing, LLC","Microsoft Tehnology Licensing, LLC"
4579560,b4273107-edd8-4d9e-b8a7-1368256a3766,"Hoechst Italia, S.p.A.",Hoechst Italia S.p.A.
5155155,b4273107-edd8-4d9e-b8a7-1368256a3766,"Hoechst Italia, S.p.A.","Hoechst Italia, S.p.A."
4905137,06780704-c8dd-4036-95cd-0ed85157c968,"North American Philips Corporation, Signetics Div.",North American Philips Corporation Signetics Division
4825108,06780704-c8dd-4036-95cd-0ed85157c968,"North American Philips Corporation, Signetics Div.","North American Philips Corporation, Signetics Division"
4737766,06780704-c8dd-4036-95cd-0ed85157c968,"North American Philips Corporation, Signetics Div.","North American Philips Corporation, Signetics Division"
D393516,400bf003-6837-4aaf-b612-7e891b9761cd,"Samsung Hevy Industries Co., Ltd.","Samsung Hevy Industries Co., Ltd."
9130137,6c88bcc2-ec45-4244-95b2-cc25b296d330,LG ELECTRONCS INC.,"DELTA ELECTRONCS, INC."
5894072,18ddcf6c-c1fc-4ebf-a608-e5f7e15ee593,Hoechst Aktiengelesellschaft,Hoechst Aktiengelesellschaft
8326530,dbe02e7d-c318-4f1c-a970-8cc1398b9cd9,Sony Corporationj,Sony Corporationj
10381561,b65f3f89-6097-4e69-b6dc-8ec8b0c16b73,Internatoinal Business Machines Corporation,Internatoinal Business Machines Corporation
8000186,79eba7d6-e9ae-4876-94a0-716c03bc69cf,Philips & Lite-on Digital Solutions Corporation,Philips & Lite-On Digital Solutions Corporation
7830757,79eba7d6-e9ae-4876-94a0-716c03bc69cf,Philips & Lite-on Digital Solutions Corporation,Philips & Lite-On Digital Solutions Corporation
8490121,79eba7d6-e9ae-4876-94a0-716c03bc69cf,Philips & Lite-on Digital Solutions Corporation,Philips & Lite-on Digital Solutions Corporation
7667451,79eba7d6-e9ae-4876-94a0-716c03bc69cf,Philips & Lite-on Digital Solutions Corporation,Philips & Lite-On Digital Solutions Corporation
8479223,79eba7d6-e9ae-4876-94a0-716c03bc69cf,Philips & Lite-on Digital Solutions Corporation,Philips & Lite-On Digital Solutions Corporation
5346949,25f82ea3-404e-4041-a0a3-1be09b5fdc79,Hoechst Gosei K.K.,Hoechst Gosei K.K.
9143381,81c4546b-d49e-46e9-98d5-e4e68d3afdff,"MICROSOFT TECHNOLOGY LICENISING, LLC","MICROSOFT TECHNOLOGY LICENISING, LLC"
9063980,81c4546b-d49e-46e9-98d5-e4e68d3afdff,"MICROSOFT TECHNOLOGY LICENISING, LLC","Microsoft Technology Licenising, LLC"
7586556,8e47ebd8-52c7-4307-a699-d540d8ea9a81,"Samsung Mobile Co., Ltd.","Samsung Mobile Co., Ltd."
6147717,ccfcec67-5968-4bd6-be15-c8800d73bdf1,"SamSung Electronics Co., Esq.","Samsung Electronics Co., Esq."
6158105,ccfcec67-5968-4bd6-be15-c8800d73bdf1,"SamSung Electronics Co., Esq.","SamSung Electronics Co., Esq."
4658928,c1035afb-3171-4b78-9845-c84fcbbb111f,Samsung Corporation,"Samsung Co., Ltd."
D514561,c1035afb-3171-4b78-9845-c84fcbbb111f,Samsung Corporation,Samsung Corporation
6474346,c1035afb-3171-4b78-9845-c84fcbbb111f,Samsung Corporation,Sam Sung Corporation
5152411,1c0d6a63-4da4-49c1-a031-ccd9a99450e6,Hoechst Celanese Plastics Limited,Hoechst Celanese Plastics Limited
6466542,55958158-65db-49c3-ab28-fbf5b2cae8a1,"Fujitsu Network Communications, Inc.","Fujitsu Network Communications, Inc."
6256315,55958158-65db-49c3-ab28-fbf5b2cae8a1,"Fujitsu Network Communications, Inc.","Fujitsu Network Communications, Inc."
6076112,55958158-65db-49c3-ab28-fbf5b2cae8a1,"Fujitsu Network Communications, Inc.","Fujitsu Network Communications, Inc."
4726443,966c61a7-5da0-416c-9072-7592a0ee9b74,Sony Corporation and Fujikura Ltd.,Sony Corporation and Fujikura Ltd.
7299695,3dad5423-d0ab-49dc-881e-20a518f6a8c4,Fujitsu Media Devices Limited,Fujitsu Media Devices Limited
7211931,3dad5423-d0ab-49dc-881e-20a518f6a8c4,Fujitsu Media Devices Limited,Fujitsu Media Devices Limited
7323953,3dad5423-d0ab-49dc-881e-20a518f6a8c4,Fujitsu Media Devices Limited,Fujitsu Media Devices Limited
7696833,3dad5423-d0ab-49dc-881e-20a518f6a8c4,Fujitsu Media Devices Limited,Fujitsu Media Devices Limited
7567023,3dad5423-d0ab-49dc-881e-20a518f6a8c4,Fujitsu Media Devices Limited,Fujitsu Media Devices Limited
5841809,83bea5ab-9df1-45c3-90a6-a02738a5cafe,Fujitsu Limimited,Fujitsu Limimited
7236439,ef6eeaff-f815-4eed-93c5-0f070195c944,Sony Disc & Digital Sloutions Inc.,Sony Disc & Digital Sloutions Inc.
10856134,467b671c-c8eb-4bde-a924-da9a0a72cf14,"MICROSOFT TECHNOLGY LICENSING, LLC.","MICROSOFT TECHNOLGY LICENSING, LLC"
11003428,467b671c-c8eb-4bde-a924-da9a0a72cf14,"MICROSOFT TECHNOLGY LICENSING, LLC.","MICROSOFT TECHNOLGY LICENSING, LLC."
9507861,467b671c-c8eb-4bde-a924-da9a0a72cf14,"MICROSOFT TECHNOLGY LICENSING, LLC.","Microsoft Technolgy Licensing, LLC"
10198423,467b671c-c8eb-4bde-a924-da9a0a72cf14,"MICROSOFT TECHNOLGY LICENSING, LLC.","Microsoft Technolgy Licensing, LLC"
D780758,467b671c-c8eb-4bde-a924-da9a0a72cf14,"MICROSOFT TECHNOLGY LICENSING, LLC.",Microsoft Technolgy
5384776,15639571-0cc1-444c-9c8f-9129b88d1149,Erricsson GE Mobile Communications Inc.,Erricsson GE Mobile Communications Inc.
5359129,99290d2f-cc30-48c0-8681-a617169b69b9,Sumitomo Bayer Urethane Co. Ltd.,Sumitomo Bayer Urethane Co. Ltd.
4853417,99290d2f-cc30-48c0-8681-a617169b69b9,Sumitomo Bayer Urethane Co. Ltd.,"Sumitomo Bayer Urethane Co., Ltd"
5886711,4942d923-3050-4a7c-9f6b-41fd04194a12,Hewlett-Packard Companu,Hewlett-Packard Companu
6807533,7176e15d-7a16-48fa-913c-356d82679b63,General Electric Canada Equipment Finance G.P.,General Electric Canada Equipment Finance G.P.
6847942,7176e15d-7a16-48fa-913c-356d82679b63,General Electric Canada Equipment Finance G.P.,General Electric Canada Equipment Finance G.P.
7177828,7176e15d-7a16-48fa-913c-356d82679b63,General Electric Canada Equipment Finance G.P.,General Electric Canada Equipment Finance G.P.
6903587,af45105a-2c35-493e-99e6-be0303714daf,"Samsung Eelctronics Co., Ltd.",NEC Eelctronics Corporation
9069023,f96d8ff6-4dc1-4b71-b524-9265ddad325d,"RICOH COMPANMY, LIMITED","RICOH COMPANMY, LIMITED"
6046813,b6c33024-98a5-4032-9a2d-4b515cdf805c,Fujitsu Limilted,Fujitsu Limilted
7177872,1e8379e6-528b-46a7-8778-44dfbc9a3542,SONY PICTURES TECHNOLOGIES INC.,Sony Pictures
9535768,1e8379e6-528b-46a7-8778-44dfbc9a3542,SONY PICTURES TECHNOLOGIES INC.,SONY PICTURES TECHNOLOGIES INC.
9013558,1e8379e6-528b-46a7-8778-44dfbc9a3542,SONY PICTURES TECHNOLOGIES INC.,Sony Pictures Technologies Inc.
6124240,06973138-741f-4f7b-8e4f-598f7cc95fe6,Hoechst AgrEvo GmbH,Hoechst AgrEvo GmbH
4003334,bd3fb77c-ec0e-45ec-8bd1-d753deec6e8f,Speed-O-Print Business Machines Corp.,Speed-O-Print Business Machines Corporation
4521184,bd3fb77c-ec0e-45ec-8bd1-d753deec6e8f,Speed-O-Print Business Machines Corp.,Speed-O-Print Business Machines Corp.
3980171,17344c7b-948d-4167-a473-fd4cbf3ca96a,"Royal Business Machines, Inc.","Royal Business Machines, Inc."
4011018,17344c7b-948d-4167-a473-fd4cbf3ca96a,"Royal Business Machines, Inc.","Royal Business Machines, Inc."
3998118,17344c7b-948d-4167-a473-fd4cbf3ca96a,"Royal Business Machines, Inc.","Royal Business Machines, Inc."
3958886,17344c7b-948d-4167-a473-fd4cbf3ca96a,"Royal Business Machines, Inc.","Royal Business Machines, Inc."
4210296,17344c7b-948d-4167-a473-fd4cbf3ca96a,"Royal Business Machines, Inc.","Royal Business Machines, Inc."
10989785,b88f3b3e-c2c9-455d-8920-95ab2abf74b2,FUJITSU CLIENT COMPUTING LIMITED,FUJITSU CLIENT COMPUTING LIMITED
11175701,b88f3b3e-c2c9-455d-8920-95ab2abf74b2,FUJITSU CLIENT COMPUTING LIMITED,FUJITSU CLIENT COMPUTING LIMITED
10642563,b88f3b3e-c2c9-455d-8920-95ab2abf74b2,FUJITSU CLIENT COMPUTING LIMITED,FUJITSU CLIENT COMPUTING LIMITED
5117295,39a93c1d-b6f3-45f8-a74a-a5c20a4b207b,Contex Components & Business Machines A/S,Contex Components & Business Machines A/S
9879090,100d7fc3-ba09-44ed-8ddb-79316ba623ba,INSTITUT NATIONAL DE LA SANTÉET DE LA RECHERCHE MÉDICALE,INSERM (Institut National De La SantéEt De La Recherche Médicale
D319657,407c5973-a4bb-4b28-9df8-085116979b29,"Oztec Business Machines, Inc.","Oztec Business Machines, Inc."
6442464,96ef15e5-3d16-4bae-b697-10f751eb90d6,Bayerische Motoren Werke Aktiengeselllschaft,Bayerische Moteren Werke Aktiengeselllschaft
8417693,9a356a2e-1ca7-41e6-a92c-1af837095d4d,International Business Machines Corporation,International Business Machines Corporation
11089130,9a356a2e-1ca7-41e6-a92c-1af837095d4d,International Business Machines Corporation,International Business Machines Corporation
6175845,9a356a2e-1ca7-41e6-a92c-1af837095d4d,International Business Machines Corporation,International Business Machines Corporation
11157133,cf30b991-5dd5-45ce-9b4e-2b53f6f3631b,"SAMSUNGN ELECTRONICS CO., LTD.","SAMSUNGN ELECTRONICS CO., LTD."
5156040,87a02a7c-46fb-45b5-bf88-48c87be427ef,Technischer Uberwachungsverein Bayern e.V.,Technischer Uberwachungs-Verein Bayern e.V.
5338206,87a02a7c-46fb-45b5-bf88-48c87be427ef,Technischer Uberwachungsverein Bayern e.V.,Technischer Uberwachungsverein Bayern e.V.
10235237,a84ad84b-e231-4bd4-a9aa-a6a4e074dbf0,INTERTNATIONAL BUSINESS MACHINES CORPORATION,INTERTNATIONAL BUSINESS MACHINES CORPORATION
7288045,eb74b457-1cc2-4f7f-833a-9215020ef254,Bayerische Motoren Werke Aktiengesellscht,Bayerische Motoren Werke Aktiengesellscht
10387529,c52f6e45-8084-40b3-83e3-8126ddd30af6,International Businesss Machines Corporation,International Businesss Machines Corporation
8937787,c52f6e45-8084-40b3-83e3-8126ddd30af6,International Businesss Machines Corporation,International Businesss Machines Corporation
8653727,d1802780-60b6-4851-8192-04113ecf364a,General Electric Compan,General Electric Compan
8763422,d1802780-60b6-4851-8192-04113ecf364a,General Electric Compan,General Electric Compan
7759850,d1802780-60b6-4851-8192-04113ecf364a,General Electric Compan,General Electric Compan
10233684,855bf847-ec00-4ea7-a65b-72e27af56afc,"Samsung Prescision Ind. Co., Ltd.","Samsung Prescision Ind. Co., Ltd."
4041176,3b525bb9-a030-4460-9da4-ef65bc4bd9f8,Desowag-Bayer Holzschutz GmbH,Desowag-Bayer Holzschutz GmbH
4750934,3b525bb9-a030-4460-9da4-ef65bc4bd9f8,Desowag-Bayer Holzschutz GmbH,Desowag-Bayer Holzschutz GmbH
8865734,63f864d7-19e1-451d-903c-4a42595355e5,Institut National de la Santè,Institut National de la Sante et de la Rech
7713332,eaa1c87c-b9b8-406b-b30c-60656e074610,Samsung SDI Germany GmbH,Samsung SDI Germany GmbH
7968887,eaa1c87c-b9b8-406b-b30c-60656e074610,Samsung SDI Germany GmbH,Samsung SDI Germany GmbH
7485576,eaa1c87c-b9b8-406b-b30c-60656e074610,Samsung SDI Germany GmbH,Samsung SDI Germany GmbH
7833672,eaa1c87c-b9b8-406b-b30c-60656e074610,Samsung SDI Germany GmbH,Samsung SDI Germany GmbH
8392279,63b47a85-b13c-441b-9e8c-a05cfcc47edf,Hewlett-Packard Gesellschaft m.b.H.,Hewlett-Packard Gesellschaft m.b.H.
8319996,63b47a85-b13c-441b-9e8c-a05cfcc47edf,Hewlett-Packard Gesellschaft m.b.H.,Hewlett-Packard Gesellschaft m.b.H.
8504447,63b47a85-b13c-441b-9e8c-a05cfcc47edf,Hewlett-Packard Gesellschaft m.b.H.,Hewlett-Packard Gesellschaft m.b.H.
8437022,63b47a85-b13c-441b-9e8c-a05cfcc47edf,Hewlett-Packard Gesellschaft m.b.H.,Hewlett-Packard Gesellschaft M.B.H.
4593216,cb8d928c-1951-4a87-9e46-75cec649d603,IBM Business Machines Corporation,IBM Business Machines Corporation
5446680,cb8d928c-1951-4a87-9e46-75cec649d603,IBM Business Machines Corporation,IBM Business Machines Corporation
6304970,84fec546-a00e-4e4f-a17d-6d3e9a13cd15,International Business Mcahines Corporation,International Business Mcahines Corporation
9220480,fd722d77-dca0-44f0-b4d0-d463fd2a0d8e,"SAMSUNG MEDISION CO., LTD.","SAMSUNG MEDISION CO., LTD."
9439628,fd722d77-dca0-44f0-b4d0-d463fd2a0d8e,"SAMSUNG MEDISION CO., LTD.","SAMSUNG MEDISION CO., LTD."
9390533,fd722d77-dca0-44f0-b4d0-d463fd2a0d8e,"SAMSUNG MEDISION CO., LTD.","SAMSUNG MEDISION CO., LTD."
6834055,3bd2c74c-c921-48e0-a563-038ba52abce0,"Sony Europa, B.V.","Sony Europa, B.V."
