mention-id,unique-id
US4643779-1,66
US5824812-3,67
US5925623-3,67
US6043390-1,67
US6316421-1,67
US6627617-3,68
US6054573-2,69
US4435837-0,70
US6442566-1,71
US4851669-0,72
US4988869-0,72
US5376937-1,73
US5539241-0,73
US6520007-1,74
US6304664-1,75
US5153505-0,76
US5838238-0,76
US5933082-0,76
US6228064-0,76
US6319208-0,76
US6579235-0,76
US5928227-1,78
US5604093-1,79
US6018027-1,79
US6054283-1,79
US5603074-2,80
US5631390-1,80
US5721265-4,81
US5432155-3,82
US5700778-3,82
US6515103-0,82
US6550018-0,84
US5449346-2,85
US5728178-2,85
US5648085-1,86
US5714481-2,87
US5804576-2,87
US4997852-2,88
US5008291-2,88
US5010107-2,88
US5494806-2,89
US5840853-2,89
US5886148-2,89
US6790043-0,90
US5776985-2,91
US5830188-0,92
US6822739-4,93
US4947143-0,94
US5303030-0,95
US5849560-0,96
US5714170-1,97
US6312684-1,97
US6506415-1,97
US6541036-3,97
US4482571-0,98
US4704402-0,98
US4751244-0,98
US4795627-2,98
US4887995-0,98
US5049695-0,98
US5248785-0,98
US5648375-0,98
US5661182-0,98
US5668182-0,98
US5731454-0,98
US5872282-0,98
US5927283-0,98
US6214879-0,98
US6486342-0,98
US6534501-0,98
US5650487-1,99
US5973122-1,99
US5601818-1,100
US6110458-1,100
US5811393-1,101
US6235884-1,101
US6385376-2,102
US4713391-4,103
US5128118-2,103
US5298499-1,103
US5380848-4,103
US5413779-4,103
US5496953-4,103
US5935953-4,103
US6329520-4,103
US6358492-4,103
US6416735-2,103
US6531483-4,103
US6669937-2,103
US6706880-4,103
US6703414-1,104
US6768003-1,105
US5837511-3,106
US5858991-3,107
US6569838-3,107
US6670337-3,107
US4006160-0,108
US6058127-3,109
US6668190-3,110
US5225535-1,111
US5427781-1,111
US5043270-0,112
US5593879-1,112
US5846768-0,112
US6211339-0,112
US4452774-2,113
US4707544-2,113
US4735793-3,113
US4826961-2,113
US4872561-3,113
US5426936-1,114
US4466445-0,115
US4917243-0,116
US6287605-3,117
US6355416-0,118
US6551796-0,119
US5759836-1,120
US5789395-1,120
US5919775-1,120
US6319910-1,120
US5533063-1,122
US5185922-1,123
US6224935-4,123
US6313277-2,124
US5019031-3,125
US4112773-0,126
US4214484-0,126
US4237720-0,126
US6594586-1,128
US6628106-2,129
US4080168-0,130
US5792330-1,131
US5681821-1,132
US5940194-1,133
US5948952-1,134
US5827738-1,135
US5833980-2,135
US5866117-1,135
US5874303-2,135
US5866558-0,136
US6316693-0,137
US5348979-2,138
US6031000-1,138
US5824079-2,140
US4931575-0,141
US5077403-0,141
US5587494-2,141
US5659021-0,141
US5703084-0,141
US5760208-0,141
US5932719-0,141
US5994559-0,141
US6121438-0,141
US6326491-0,141
US6362329-0,141
US6596859-0,141
US5121240-0,142
US5487065-0,142
US5497504-0,142
US5528583-0,142
US5530575-0,142
US5553074-0,142
US5590125-0,142
US5697066-0,142
US6314163-0,142
US6751455-0,142
US5137608-0,144
US5616235-0,144
US5097558-0,145
US6737652-1,146
US6008436-2,147
US6403326-0,150
US5817550-3,151
US6340403-2,151
US6680485-3,151
US6708502-0,152
US5585484-0,153
US5750725-0,153
US6017943-0,153
US5972079-1,154
US6471745-2,154
US5251151-5,155
US6333153-2,156
US4349352-1,157
US5800821-0,158
US5955293-2,158
US6747666-1,159
US5786391-1,160
US5962534-1,160
US3934379-1,161
US4979936-2,162
US5024038-1,163
US6246500-0,164
US5220014-0,165
US6503195-1,166
US4558279-0,167
US4654593-0,167
US5998997-1,167
US4996481-0,168
US5041791-0,168
US5042488-0,168
US6821256-0,169
US5242807-0,170
US6573090-5,171
US6100976-0,172
US5196116-0,173
US5474668-0,173
US5853564-0,173
US6024862-0,173
US6082140-0,174
US6205819-0,174
US6437551-1,174
US6743211-4,175
US6350135-0,176
US5804388-1,177
US6201114-1,177
US6428958-1,177
US4620863-2,179
US5929262-3,180
US6066319-2,181
US5260059-0,182
US5087469-0,183
US4959323-0,184
US4301277-0,185
US4314054-0,185
US4353894-0,185
US4464529-2,185
US4585859-2,185
US4591637-0,185
US4705850-0,185
US4826964-0,185
US5925333-1,186
US6228581-0,186
US6350859-1,186
US6429289-1,186
US5118670-1,187
US6458475-0,188
US6573651-0,188
US6639357-1,188
US6645645-0,188
US6153593-4,189
US6356349-1,190
US6545034-2,191
US4716105-2,192
US4619817-1,193
US5485804-0,193
US5492769-2,193
US5501877-0,193
US5759213-0,193
US6415996-0,193
US5447786-1,196
US5630974-1,196
US5780370-2,196
US6620616-1,197
US5652516-0,198
US6529002-3,198
US6819952-1,198
US5701898-0,199
US5760027-2,200
US6407091-2,200
US5923416-1,201
US5953112-2,201
US6069691-1,201
US6319707-0,202
US6356830-0,203
US4785012-3,204
US4831135-3,204
US6388785-2,205
US6770740-1,206
US6524581-0,207
US6670321-0,207
US6362574-1,208
US6424927-1,208
US6459206-1,208
US6577130-0,208
US6639538-1,208
US6597110-1,210
US4920216-2,211
US5003979-1,212
US4801399-2,213
US4921731-2,213
US6664272-2,214
US6183644-0,215
US4175141-0,216
US6306997-4,217
US6518387-4,217
US5366486-1,218
US5455039-1,219
US5527532-1,219
US5540928-1,219
US6540781-0,219
US6592618-1,219
US6660265-1,219
US6825206-1,220
US5320094-1,221
US4523273-0,222
US5198347-1,224
US5541292-1,224
US6120770-0,224
US5994504-0,225
US6268478-0,225
US6699835-2,226
US4466985-1,227
US5190860-0,228
US5310649-2,228
US5348857-1,228
US5718903-0,228
US6114118-2,228
US5965377-0,231
US6770739-0,232
US4278176-0,233
US6468765-1,234
US6506581-1,234
US6528289-1,234
US6537773-1,234
US6610477-3,234
US5576176-0,235
US6025124-0,235
US5763400-0,236
US5831061-0,236
US5994337-2,237
US6147069-2,237
US6207659-2,237
US4785195-2,238
US4241133-3,239
US4469216-3,239
US4470498-3,239
US4479428-2,239
US4505371-2,239
US4505868-2,239
US5891937-3,239
US5563343-1,240
US5610335-1,240
US5640133-3,240
US5914553-0,240
US6093330-1,240
US6170332-2,240
US6239473-0,240
US6342430-0,240
US5919639-1,241
US6835382-1,241
US4806604-1,242
US5141627-1,242
US5439797-2,242
US5552555-1,242
US5602258-1,242
US6180411-1,242
US4709012-0,243
US4740588-0,243
US4778877-0,243
US4778878-0,243
US5026686-1,243
US5073571-1,243
US5082967-1,243
US5104854-2,243
US5151445-1,243
US5175253-2,243
US5225531-1,243
US5338858-2,243
US5397701-2,243
US5571689-1,243
US5871954-1,243
US5959145-1,243
US4583710-0,244
US5850619-1,245
US4214238-0,246
US4565190-1,247
US5972332-2,248
US6299898-2,248
US6440452-2,248
US6391034-2,249
US6391034-0,250
US6391034-1,251
US4342912-0,252
US4427306-0,252
US6096283-4,253
US6436358-5,253
US6471922-4,253
US6090624-1,254
US6586197-0,255
US5802515-0,256
US4113435-1,257
US4144374-1,257
US4281119-1,257
US4400532-1,257
US4855112-0,257
US5737431-1,258
US6243471-1,258
US5817381-3,259
US6083582-2,259
US6506435-4,259
US5406056-2,260
US5470423-2,260
US4737504-3,261
US4855476-3,261
US4981582-1,262
US5167798-1,262
US5396260-0,262
US5397001-1,262
US5814210-1,262
US5525505-1,263
US5597731-1,263
US6399367-1,263
US6451590-0,263
US6581327-0,263
US6753178-0,263
US5815394-0,264
US5006469-0,265
US5744594-0,265
US6692937-0,265
US6797486-0,265
US6828122-0,265
US6828123-0,265
US6828420-0,265
US5510342-2,266
US5994337-7,266
US6147069-7,266
US6207659-7,266
US6426411-3,267
US6525178-3,267
US4965442-1,268
US5003377-1,268
US5010405-2,268
US5076687-0,268
US5526446-0,268
US5557684-1,268
US5706417-0,268
US6613569-1,269
US5324508-0,270
US5077034-1,271
US5094835-1,271
US5308605-1,271
US5574148-2,271
US5720935-2,271
US5811073-1,271
US6573090-7,272
US4393133-1,273
US6771730-1,274
US5885772-0,275
US5854416-3,276
US6217884-3,276
US6773880-3,276
US5880482-0,277
US6586328-0,277
US6762134-3,277
US5747334-2,278
US5852167-1,278
US5948635-2,278
US6156340-0,279
US6566347-0,279
US4892827-1,280
US5660812-2,280
US5688501-2,280
US5766892-2,280
US5811093-2,280
US6157470-1,281
US5034377-0,282
US4453947-1,283
US4469486-1,283
US5180968-1,284
US6754294-0,285
US6212184-4,286
US4415635-2,287
US5211961-0,288
US6235316-0,289
US6645764-0,289
US4405829-2,290
US6187306-2,291
US5032519-3,292
US5541083-3,292
US5602003-2,292
US5776772-3,292
US6015701-2,292
US6471520-3,294
US5351006-2,295
US5485085-3,295
US6383778-1,297
US6558910-1,297
US6623939-1,297
US6815176-1,297
US4150670-2,298
US4758562-0,299
US5860929-1,300
US6315265-0,301
US6608111-2,302
US5302475-0,303
US5453336-0,303
US6776523-2,304
US6531645-1,305
US6821910-0,306
US6292797-1,307
US6207031-0,308
US5552312-1,309
US5585478-2,309
US5705615-1,309
US5767073-2,309
US5972688-1,309
US4851762-3,311
US4904929-3,311
US4970196-2,311
US5039944-2,311
US5059891-3,311
US4729109-0,312
US4866639-0,312
US4988191-0,312
US5548419-0,312
US6788056-1,313
US6383773-3,314
US5708023-2,315
US5965610-2,315
US6037386-2,315
US6379390-0,316
US5002870-2,318
US5360715-2,318
US6576896-1,318
US6629040-4,318
US6670194-0,318
US6310190-1,320
US6753417-1,320
US4915917-1,321
US4877029-1,322
US4892538-0,322
US5011472-0,322
US5011486-0,322
US5030225-0,322
US5092871-0,322
US5106627-0,322
US5156844-0,322
US5158881-0,322
US5182111-0,322
US5283187-0,322
US5284761-0,322
US5389535-0,322
US5418154-0,322
US5474547-0,322
US5487739-0,322
US5554148-0,322
US5573528-0,322
US5643773-0,322
US5798113-8,322
US5800828-8,322
US5800829-8,322
US5834001-8,322
US5869077-8,322
US5871472-0,322
US5871767-8,322
US5871985-0,322
US5874099-8,322
US6083523-8,322
US6140089-0,322
US6179826-0,322
US6020178-0,323
US6114119-0,323
US6353015-2,324
US5627048-0,325
US5849523-0,325
US5944652-1,326
US6242182-1,326
US6667164-1,326
US6696253-2,326
US6573720-4,327
US5503933-0,328
US4745564-3,329
US6153410-2,330
US6177263-2,330
US5260095-0,331
US5395644-0,331
US5547508-0,331
US5681615-0,331
US5902641-0,331
US6207238-0,331
US6207239-0,331
US6217947-0,331
US6224948-0,331
US6228434-0,331
US6228436-0,331
US6268695-0,331
US6274204-0,331
US6358570-0,331
US6497598-0,331
US6497924-0,331
US6506461-0,331
US6509065-0,331
US6522067-2,331
US6544600-0,331
US6570325-2,331
US6613395-0,331
US6627267-0,331
US6656537-0,331
US6811829-0,331
US5799682-0,332
US5827663-0,332
US5834204-0,332
US5587308-2,333
US5866696-2,333
US5989540-2,333
US5990279-2,333
US6165781-2,333
US6438398-2,334
US4133735-0,335
US4904080-0,335
US5009102-0,335
US5876187-3,335
US6436057-3,336
US5705350-1,337
US5770714-0,338
US5821055-0,338
US6030799-0,338
US6156505-2,338
US4009449-0,339
US4034983-1,339
US6562164-6,340
US6235524-1,341
US6653126-3,341
US5807612-2,342
US6555239-2,342
US5671085-2,343
US6658142-2,343
US5530958-0,344
US5596742-0,344
US5761484-0,344
US6013628-4,345
US5841931-1,346
US6108464-1,346
US6661938-1,347
US6719147-2,348
US5817053-0,349
US4751224-0,350
US6734289-3,351
US6451092-0,352
US4960450-2,354
US6524833-1,355
US5738817-1,356
US5818149-4,356
US5900207-1,356
US6004500-4,356
US6106826-2,357
US5593727-3,358
US4669116-0,359
US5255210-1,360
US5299148-2,360
US5576207-1,361
US5789246-1,361
US6146889-1,361
US6376511-3,362
US6366061-2,363
US3983406-1,364
US4063105-0,364
US6115281-0,365
US6194754-0,365
US6265230-0,365
US6274388-0,365
US6610549-0,365
US4643991-1,366
US5008245-1,366
US5162307-1,366
US5311600-0,367
US5418892-0,367
US5513275-1,367
US5583956-0,367
US6770632-0,368
US4508706-1,369
US6451092-3,370
US5222388-1,371
US5594546-2,371
US6038478-1,372
US6309996-1,373
US6569388-1,373
US5008833-0,374
US5054040-2,374
US5258934-0,374
US5270559-2,374
US5353382-2,374
US5386384-2,374
US5614129-2,374
US5785898-2,374
US4771444-1,376
US4853945-1,376
US4967084-2,376
US5492697-1,377
US5702446-1,377
US5741329-0,377
US5876446-0,377
US5947893-0,377
US6065476-0,377
US6187329-0,377
US6255359-0,377
US4801566-1,380
US6004505-1,380
US6066290-2,380
US6126895-1,380
US6183689-1,380
US6365885-2,380
US6512216-1,380
US6610241-1,380
US6805835-1,380
US6812441-1,380
US5313466-2,382
US5404424-1,382
US6456417-1,383
US4571736-0,384
US4282232-0,385
US4462992-0,385
US5026688-0,385
US6365185-1,387
US5109126-0,388
US5149797-1,388
US5149798-0,388
US5194428-0,388
US5220007-1,388
US5352578-0,388
US5366878-1,388
US5536821-0,388
US5541306-0,388
US5559221-0,388
US5563253-0,388
US5635377-1,388
US5652355-1,388
US5670634-2,388
US6143881-1,388
US6683167-1,388
US6414457-0,389
US5461573-2,390
US6131181-2,390
US6320865-0,391
US6352516-1,392
US6673026-1,392
US5741671-0,393
US5858702-0,393
US6461815-0,394
US4960712-2,395
US6362574-0,396
US6459206-0,396
US6577130-1,396
US6760488-1,397
US6733244-2,398
US5863724-4,399
US6630324-1,400
US6687847-0,401
US6728781-0,401
US6455250-0,402
US5804388-0,403
US6201114-0,403
US6428958-0,403
US6221904-0,405
US6262111-0,405
US6420420-0,405
US6608106-0,405
US5100647-0,406
US6608096-2,407
US5817768-3,408
US6025148-3,408
US6025476-3,408
US6455398-2,409
US5422746-0,410
US5610734-0,410
US5843778-1,411
US6140472-1,411
US6551595-1,411
US5327625-2,413
US5411654-0,413
US5512808-2,413
US5674632-0,413
US5690807-1,413
US5770036-0,413
US5992354-0,413
US6235067-0,413
US5470724-0,414
US5151963-1,415
US5932218-1,416
US6214347-1,416
US6294322-1,416
US5804405-0,417
US5935805-0,417
US5814625-1,418
US5843929-1,418
US5891651-3,418
US5945411-1,418
US5869287-3,419
US6291743-4,419
US5355843-1,420
US5077268-1,421
US5427791-0,422
US5824859-1,424
US5137919-1,425
US5151360-2,425
US5248824-1,425
US5331014-3,425
US5466716-1,425
US5645890-1,426
US5948611-6,427
US4643994-1,428
US5114580-0,429
US5252213-0,429
US5588959-0,429
US6323366-1,430
US6103614-0,431
US6797721-4,432
US5588959-2,433
US6357041-2,434
US5929286-1,435
US5939025-0,435
US5942346-0,435
US6110861-1,435
US6244367-0,435
US6303098-3,435
US6670305-3,435
US6713040-0,435
US5602445-2,436
US5530541-0,437
US6116863-0,438
US5655665-1,439
US5710466-1,439
US5909069-1,439
US5920319-2,440
US6366800-2,440
US6785410-2,440
US6819785-2,440
US6013591-1,441
US6235918-1,442
US4619714-1,443
US5027281-5,444
US5121333-3,444
US5121334-2,444
US5128870-5,444
US5184306-5,444
US5257203-3,444
US4817652-1,445
US4962776-1,445
US4962214-1,446
US5162586-1,446
US5440062-1,446
US5663314-2,447
US4728660-2,448
US4835146-1,448
US4837212-1,448
US5571117-0,449
US6540976-1,450
US6307057-1,451
US6369243-1,451
US6515137-1,451
US6534434-1,451
US4863881-0,452
US5087435-1,452
US5777947-0,454
US5932991-0,454
US6446751-0,454
US6807310-1,456
US5923644-1,457
US6482411-0,458
US6372430-2,459
US5354376-0,460
US5366551-0,460
US5688325-0,460
US5792321-0,460
US5820674-0,460
US5876564-0,460
US6153057-0,460
US6368460-0,460
US6406595-0,460
US6425984-0,460
US6475344-0,460
US6610175-0,460
US6240409-0,462
US6493709-0,462
US6658626-0,462
US6757675-0,462
US6590640-0,463
US5605802-1,464
US5013644-1,465
US5256538-0,466
US4583044-2,467
US4818937-0,467
US6015376-0,468
US5449251-5,469
US5681130-0,469
US5907662-2,469
US5986159-0,469
US6127592-2,469
US6142706-0,469
US6387278-3,469
US4994672-2,470
US6225082-2,471
US5453533-2,472
US5830866-1,473
US6039956-1,473
US6348571-1,473
US5141715-2,474
US5952357-2,475
US5920838-1,476
US6810755-1,477
US5182109-2,478
US5091391-0,479
US5145862-0,479
US4475392-0,480
US4859452-0,481
US4988724-0,481
US5162373-0,481
US5189025-0,481
US6420293-3,482
US6782154-4,482
US6204544-1,483
US4572838-1,484
US5679559-2,485
US5681982-1,486
US6401058-0,487
US6812246-2,488
US5632981-3,489
US5688992-2,489
US6200558-3,489
US6379660-3,489
US4943719-0,490
US4968585-1,490
US5021364-0,490
US5221415-1,490
US5319977-2,490
US5399232-1,490
US5489774-0,490
US5580827-0,490
US5535555-1,491
US5968737-6,492
US5866558-1,493
US5420891-0,494
US6521617-2,495
US5281256-1,496
US5821108-0,497
US6465247-2,497
US6761883-2,497
US4695321-0,498
US5980899-2,499
US5036857-3,500
US5638823-0,500
US5638823-2,501
US5439580-0,502
US5681111-0,502
US6456423-3,503
US6597496-1,503
US5698693-1,504
US6207384-1,505
US6368830-3,505
US4159942-2,506
US6156281-0,507
US4825851-1,508
US4892089-1,508
US4793927-2,509
US6015714-4,510
US6267872-0,510
US6465193-0,510
US6746594-0,510
US4403606-1,512
US4403607-1,512
US4412654-2,513
US6506568-1,514
US6130260-3,515
US6602920-3,515
US5128382-3,516
US5252620-3,516
US5068339-1,518
US5438146-1,518
US5616729-1,518
US5631353-1,518
US5698728-1,518
US5886238-1,518
US6284899-1,518
US6185567-4,519
US5525320-1,520
US5055159-3,521
US5460697-0,521
US5620564-0,521
US5750005-0,521
US4872896-1,522
US5383474-0,523
US6610532-2,524
US6262043-4,525
US6288050-2,525
US6376687-2,525
US6399595-2,525
US6436918-2,525
US6638923-4,525
US5993809-1,526
US4906608-0,527
US5580518-1,527
US5693289-1,527
US5779823-1,527
US5865909-1,527
US4837799-1,528
US4907260-1,528
US4817612-0,529
US5275708-0,530
US5403747-0,530
US5478748-0,530
US5824838-1,531
US6689714-1,532
US6621972-4,533
US5143828-0,534
US5324436-1,534
US5757525-3,534
US5854710-3,534
US5409835-1,535
US5134177-0,536
US6187355-0,537
US6369252-0,537
US6818398-1,538
US5644656-0,539
US5784490-0,539
US4970162-0,540
US6375672-0,541
US4702770-1,543
US4777153-1,543
US5061682-0,543
US5135691-2,543
US5503771-1,543
US5855753-1,543
US5869432-0,543
US6004444-0,543
US6033547-1,543
US6197843-4,543
US6228248-0,543
US6283997-2,543
US6329741-6,543
US6494945-0,543
US6533903-4,543
US6547940-0,543
US6551559-1,543
US6638885-2,543
US5892234-1,544
US5962857-1,544
US6316782-0,544
US6414324-1,544
US4862361-1,545
US5840838-3,546
US6627745-1,547
US5470737-2,548
US5714594-1,548
US5744355-1,548
US6036958-1,549
US4645442-2,550
US5981247-1,551
US6248589-1,551
US6047980-3,552
US5770571-1,553
US5811401-1,553
US6380165-0,553
US6391899-1,553
US6492428-0,553
US6538131-0,553
US6599938-0,553
US6584204-0,554
US5288887-2,555
US5284558-2,556
US4201227-0,557
US5266124-0,558
US6512799-0,559
US5607971-0,560
US6219365-2,561
US4154822-1,562
US5555486-1,563
US5365793-1,564
US6110713-4,565
US5654020-1,566
US5759843-1,566
US5045449-0,568
US5405757-1,568
US5558988-1,568
US5593859-1,568
US5663482-1,568
US5948611-1,568
US6265157-9,568
US5676972-1,570
US6730487-1,571
US5171849-3,572
US4642227-1,573
US6231643-1,573
US6783575-1,573
US5419331-1,576
US6488626-1,576
US6514204-0,576
US6352857-0,578
US4208399-1,579
US4383984-1,579
US5312396-2,580
US4001577-0,581
US5773570-1,582
US6153200-1,582
US6067852-0,583
US6356232-4,583
US6303317-0,585
US5196566-1,586
US5235028-1,586
US5545698-1,586
US5917015-3,586
US6566494-3,586
US5622843-1,587
US5712157-1,587
US5602309-0,588
US5859311-0,588
US4997815-1,589
US5744692-3,590
US5877164-5,590
US6251878-2,590
US6729607-0,591
US5195690-1,592
US4655075-0,593
US5961804-2,594
US6200508-1,594
US6602709-0,595
US6750029-1,595
US5545396-0,596
US5785953-0,596
US5789921-0,596
US6123919-0,596
US6241966-0,596
US6467479-0,596
US6471747-1,596
US6593144-0,596
US6473698-0,597
US5112735-0,598
US5482837-0,598
US5429009-2,599
US5246955-2,600
US5635506-0,600
US5994409-1,600
US6184980-1,601
US5352775-0,602
US5648212-0,602
US5691454-0,602
US5783666-0,602
US6114124-0,602
US6413727-0,602
US5830645-1,603
US5837196-3,603
US5982534-2,603
US6146593-2,603
US6210878-1,603
US6417506-2,603
US6465182-2,603
US6562565-1,603
US6664057-0,603
US4995401-1,605
US4642291-3,606
US4806628-0,606
US5009995-0,606
US5145773-0,606
US5821072-1,606
US6444638-1,606
US4931551-0,608
US5061792-0,608
US5648782-0,609
US5973635-0,609
US6205537-0,610
US6684298-3,610
US6834328-3,610
US5363935-1,612
US5435405-1,612
US4480192-0,614
US4814691-1,615
US4935700-1,615
US4979110-0,616
US5755671-0,616
US5380589-1,617
US6699507-0,617
US4906840-1,618
US4912822-1,618
US4943719-1,618
US4968585-0,618
US5015850-1,618
US5017266-1,618
US5129132-1,618
US5221415-0,618
US5248912-1,618
US5317533-2,618
US5345815-0,618
US5399232-0,618
US5483822-0,618
US5595942-0,618
US4663317-0,619
US4782065-0,619
US4800081-0,619
US4849412-0,619
US5026544-0,619
US6486166-0,619
US5166520-1,620
US5026544-1,621
US4892108-3,622
US6191386-0,623
US6483077-0,623
US6632934-5,624
US5370055-3,625
US5789697-3,625
US4493323-0,626
US5467128-1,627
US4970147-2,628
US5818734-0,629
US6448390-0,630
US4721113-3,631
US4866998-3,631
US6134954-1,632
US6247355-1,632
US6749826-2,633
US6100398-4,634
US5035708-0,635
US5312380-0,635
US5441539-0,635
US5028404-1,638
US5286698-1,638
US5556534-0,638
US4788137-1,639
US6829307-2,640
US6221600-1,641
US6628695-0,642
US5533957-0,643
US5597377-0,643
US3984708-1,644
US5498631-2,645
US4707442-0,646
US4894328-0,646
US5679551-0,646
US5876985-0,646
US5922563-0,646
US4853219-0,647
US4879222-0,647
US5520914-2,647
US5645993-1,648
US6740668-5,649
US5591632-3,650
US5776465-3,650
US5807723-0,650
US5830475-0,650
US5861282-0,650
US5866403-0,650
US5919458-0,650
US6022745-0,650
US6355486-0,650
US6208997-4,651
US6410160-2,652
US4516353-1,654
US5824861-0,654
US6100453-0,654
US6441273-0,654
US5580431-1,655
US6045686-6,655
US4600631-0,656
US5216024-3,657
US6824771-2,658
US5526449-2,659
US5154081-2,660
US6382029-2,660
US6047980-2,661
US6150401-0,662
US6319955-0,662
US6699673-0,663
US4064438-0,664
US6674894-1,665
US4624828-0,666
US4845364-0,666
US6394195-1,667
US6474422-1,667
US6499540-1,667
US5423781-0,668
US6489617-1,669
US5044565-0,670
US5176328-0,670
US5390864-0,670
US5553791-0,670
US5586714-1,670
US5847825-0,670
US6489589-0,670
US4994684-1,671
US4367882-0,672
US6119574-4,672
US6490957-0,672
US6644166-0,672
US4777240-1,674
US5534405-1,674
US6746843-0,674
US4329743-0,675
US4411027-0,675
US4512038-0,675
US4911718-2,675
US6224635-1,675
US5604090-0,676
US5834182-0,676
US5260059-1,677
US5278143-1,678
US5466667-1,678
US6017758-1,678
US6242258-1,678
US6410327-1,678
US4981844-0,679
US5053387-0,679
US5055446-0,679
US6165785-2,679
US6210700-1,679
US4146371-1,680
US4154585-1,680
US6121473-1,681
US6083353-0,682
US6574561-0,682
US4244880-0,684
US4898051-3,685
US4094097-0,687
US4306027-0,687
US6680016-1,688
US5693941-1,689
US5470733-1,690
US5567601-1,690
US5707848-1,690
US6585442-2,691
US5380747-2,692
US5750351-1,692
US5773209-1,692
US5773231-1,692
US5783596-2,692
US5792787-1,692
US5807884-1,692
US5811449-1,692
US5821260-2,692
US5846959-1,692
US5877203-2,692
US5998624-2,692
US6180355-0,694
US4566023-2,695
US4677668-1,696
US5577116-3,696
US4625015-1,697
US6746843-1,697
US5344774-2,698
US5364757-2,698
US5467459-0,699
US5778436-1,699
US5080754-2,700
US5496831-0,701
US4664700-0,702
US4879316-0,702
US4894407-1,702
US5256808-0,702
US5442085-0,702
US5449462-1,702
US5539003-1,702
US5618851-2,702
US5712347-2,702
US5990336-0,702
US4814177-1,703
US5075499-1,703
US5219889-1,703
US6287607-1,703
US6589797-0,704
US6733450-0,705
US5736908-0,706
US5920240-0,706
US6322757-3,707
US6793899-3,707
US4818185-0,708
US5592357-1,708
US5766425-0,708
US5482865-2,709
US5090017-2,710
US5230029-2,710
US6172184-2,712
US6019979-1,713
US4291282-0,715
US5369496-0,715
US5413108-0,715
US5625458-0,715
US5636050-0,715
US5644429-0,715
US5656810-0,715
US5717517-0,715
US5719399-0,715
US5769081-0,715
US5799656-0,715
US5847394-0,715
US5929443-0,715
US5931789-0,715
US5943133-1,715
US5983125-0,715
US6006001-0,715
US6080584-0,715
US6091985-0,715
US6108576-0,715
US6151522-0,715
US6205353-0,715
US6208886-0,715
US6280386-0,715
US6346101-0,715
US6437867-1,715
US6495833-0,715
US6560478-0,715
US6587711-0,715
US6615068-0,715
US6631289-0,715
US6665557-0,715
US6762839-1,715
